hotel_nombre,fecha,tasa_ocupacion,reservas_confirmadas,cancelaciones,precio_promedio_noche
Pointnext Signature Residences & Suites,2024-03-27,44,141,8,181.72
ProLiant Place,2024-03-27,50,112,12,169.12
Synergy Golden Grand Hotel,2024-03-27,35,70,12,97.69
Alletra Resort,2024-03-27,45,103,6,135.16
GreenLake Digital Business Suites,2024-03-27,50,213,21,112.52
Apollo Resort & Spa,2024-03-27,30,121,12,123.5
Nimble Inn,2024-03-27,34,126,21,134.03
Ezmeral Grand Hotel,2024-03-27,36,75,13,141.33
Alletra Boutique Hotel,2024-03-27,42,189,34,138.95
Simplivity Golden Plaza Hotel,2024-03-27,37,106,9,115.42
Cray Villas,2024-03-27,51,132,20,125.76
Apollo Diamond Suites,2024-03-27,57,240,30,173.98
Apollo Towers,2024-03-27,54,124,14,133.42
Alletra Diamond Grand Hotel,2024-03-28,45,199,29,157.59
ProLiant Towers,2024-03-28,57,214,38,156.03
Aruba Luxury Lodge,2024-03-28,47,97,17,166.11
InfoSight Boutique Hotel,2024-03-28,35,100,7,132.99
Primera Grand,2024-03-28,47,137,15,128.24
dHCI Executive Boutique Hotel,2024-03-28,49,233,28,115.36
ProLiant Haven,2024-03-28,46,207,24,110.45
Apollo Executive Beach Resort,2024-03-28,46,164,24,151.2
Aruba Lodge,2024-03-28,39,175,17,156.25
Alletra Haven,2024-03-28,56,129,13,109.79
dHCI Platinum Beach Resort,2024-03-28,56,260,18,119.79
GreenLake Platinum Heritage Inn,2024-03-28,54,253,31,171.09
Pointnext Signature Residences & Suites,2024-03-28,38,188,30,144.75
ProLiant Place,2024-03-28,40,126,9,152.53
Synergy Golden Grand Hotel,2024-03-28,44,111,9,165.62
Alletra Resort,2024-03-28,49,100,12,171.47
GreenLake Digital Business Suites,2024-03-28,35,103,5,145.17
Apollo Resort & Spa,2024-03-28,54,121,20,122.16
Nimble Inn,2024-03-28,37,113,18,125.31
Ezmeral Grand Hotel,2024-03-28,34,136,25,114.83
Alletra Boutique Hotel,2024-03-28,47,149,17,97.74
Simplivity Golden Plaza Hotel,2024-03-28,33,105,12,108.85
Cray Villas,2024-03-28,46,167,8,103.42
Apollo Diamond Suites,2024-03-28,59,183,11,180.0
Apollo Towers,2024-03-28,40,113,16,107.5
Alletra Diamond Grand Hotel,2024-03-29,48,148,21,115.37
ProLiant Towers,2024-03-29,45,131,15,133.53
Aruba Luxury Lodge,2024-03-29,30,132,15,105.92
InfoSight Boutique Hotel,2024-03-29,47,198,29,150.52
Primera Grand,2024-03-29,49,160,9,159.48
dHCI Executive Boutique Hotel,2024-03-29,34,138,12,149.46
ProLiant Haven,2024-03-29,44,128,7,170.69
Apollo Executive Beach Resort,2024-03-29,53,201,10,177.96
Aruba Lodge,2024-03-29,39,144,27,94.29
Alletra Haven,2024-03-29,52,112,15,186.19
dHCI Platinum Beach Resort,2024-03-29,34,119,22,96.11
GreenLake Platinum Heritage Inn,2024-03-29,53,132,13,164.18
Pointnext Signature Residences & Suites,2024-03-29,35,120,20,124.12
ProLiant Place,2024-03-29,47,208,21,99.08
Synergy Golden Grand Hotel,2024-03-29,31,91,15,81.65
Alletra Resort,2024-03-29,39,80,7,147.69
GreenLake Digital Business Suites,2024-03-29,59,139,22,207.56
Apollo Resort & Spa,2024-03-29,59,251,37,165.98
Nimble Inn,2024-03-29,45,219,31,140.96
Ezmeral Grand Hotel,2024-03-29,34,76,15,84.96
Alletra Boutique Hotel,2024-03-29,33,125,6,102.41
Simplivity Golden Plaza Hotel,2024-03-29,31,93,16,94.71
Cray Villas,2024-03-29,54,196,24,125.1
Apollo Diamond Suites,2024-03-29,54,242,16,164.42
Apollo Towers,2024-03-29,55,228,25,175.03
Alletra Diamond Grand Hotel,2024-03-30,60,156,15,220.28
ProLiant Towers,2024-03-30,55,253,22,129.59
Aruba Luxury Lodge,2024-03-30,65,220,27,238.2
InfoSight Boutique Hotel,2024-03-30,54,256,42,142.53
Primera Grand,2024-03-30,48,155,27,167.57
dHCI Executive Boutique Hotel,2024-03-30,67,188,21,245.34
ProLiant Haven,2024-03-30,43,101,19,93.93
Apollo Executive Beach Resort,2024-03-30,37,125,18,116.32
Aruba Lodge,2024-03-30,49,183,13,174.46
Alletra Haven,2024-03-30,67,297,30,195.42
dHCI Platinum Beach Resort,2024-03-30,57,164,25,180.37
GreenLake Platinum Heritage Inn,2024-03-30,60,121,23,141.69
Pointnext Signature Residences & Suites,2024-03-30,53,205,32,178.36
ProLiant Place,2024-03-30,75,359,63,198.87
Synergy Golden Grand Hotel,2024-03-30,45,124,7,131.45
Alletra Resort,2024-03-30,50,173,29,186.76
GreenLake Digital Business Suites,2024-03-30,67,153,22,172.5
Apollo Resort & Spa,2024-03-30,63,303,33,184.45
Nimble Inn,2024-03-30,38,147,22,107.09
Ezmeral Grand Hotel,2024-03-30,66,329,46,159.82
Alletra Boutique Hotel,2024-03-30,68,299,40,168.65
Simplivity Golden Plaza Hotel,2024-03-30,47,146,10,99.3
Cray Villas,2024-03-30,57,161,26,191.45
Apollo Diamond Suites,2024-03-30,58,117,19,214.22
Apollo Towers,2024-03-30,52,107,19,177.24
Alletra Diamond Grand Hotel,2024-03-31,56,130,9,167.95
ProLiant Towers,2024-03-31,48,100,15,144.21
Aruba Luxury Lodge,2024-03-31,65,229,34,177.56
InfoSight Boutique Hotel,2024-03-31,47,98,13,110.07
Primera Grand,2024-03-31,36,115,18,153.06
dHCI Executive Boutique Hotel,2024-03-31,46,135,18,128.21
ProLiant Haven,2024-03-31,55,116,15,173.12
Apollo Executive Beach Resort,2024-03-31,45,154,22,171.27
Aruba Lodge,2024-03-31,52,126,12,165.1
Alletra Haven,2024-03-31,70,177,9,173.21
dHCI Platinum Beach Resort,2024-03-31,48,140,26,116.73
GreenLake Platinum Heritage Inn,2024-03-31,50,140,7,189.57
Pointnext Signature Residences & Suites,2024-03-31,57,279,28,197.83
ProLiant Place,2024-03-31,57,230,37,174.71
Synergy Golden Grand Hotel,2024-03-31,64,203,29,180.74
Alletra Resort,2024-03-31,60,287,32,181.72
GreenLake Digital Business Suites,2024-03-31,58,169,19,111.45
Apollo Resort & Spa,2024-03-31,57,115,12,183.42
Nimble Inn,2024-03-31,62,134,19,150.76
Ezmeral Grand Hotel,2024-03-31,66,227,43,184.75
Alletra Boutique Hotel,2024-03-31,61,155,10,162.29
Simplivity Golden Plaza Hotel,2024-03-31,52,186,22,160.84
Cray Villas,2024-03-31,71,194,35,253.53
Apollo Diamond Suites,2024-03-31,46,162,27,111.02
Apollo Towers,2024-03-31,44,128,16,161.43
Alletra Diamond Grand Hotel,2024-04-01,78,251,29,205.09
ProLiant Towers,2024-04-01,66,140,25,236.88
Aruba Luxury Lodge,2024-04-01,75,357,31,185.66
InfoSight Boutique Hotel,2024-04-01,70,234,35,173.05
Primera Grand,2024-04-01,61,126,17,115.44
dHCI Executive Boutique Hotel,2024-04-01,76,219,25,134.33
ProLiant Haven,2024-04-01,62,249,49,213.41
Apollo Executive Beach Resort,2024-04-01,69,266,31,187.74
Aruba Lodge,2024-04-01,67,153,25,129.11
Alletra Haven,2024-04-01,57,149,23,187.78
dHCI Platinum Beach Resort,2024-04-01,58,144,12,184.62
GreenLake Platinum Heritage Inn,2024-04-01,57,240,47,201.54
Pointnext Signature Residences & Suites,2024-04-01,72,151,19,176.95
ProLiant Place,2024-04-01,57,271,24,154.11
Synergy Golden Grand Hotel,2024-04-01,77,303,27,228.13
Alletra Resort,2024-04-01,71,218,15,164.27
GreenLake Digital Business Suites,2024-04-01,57,245,42,170.09
Apollo Resort & Spa,2024-04-01,65,310,31,147.78
Nimble Inn,2024-04-01,57,167,15,123.3
Ezmeral Grand Hotel,2024-04-01,55,228,15,211.01
Alletra Boutique Hotel,2024-04-01,69,177,23,214.29
Simplivity Golden Plaza Hotel,2024-04-01,51,254,40,186.69
Cray Villas,2024-04-01,79,214,16,266.4
Apollo Diamond Suites,2024-04-01,67,150,15,136.29
Apollo Towers,2024-04-01,77,293,19,156.76
Alletra Diamond Grand Hotel,2024-04-02,67,255,27,154.04
ProLiant Towers,2024-04-02,70,276,26,198.18
Aruba Luxury Lodge,2024-04-02,52,257,45,183.09
InfoSight Boutique Hotel,2024-04-02,57,114,21,118.37
Primera Grand,2024-04-02,67,194,19,242.62
dHCI Executive Boutique Hotel,2024-04-02,63,301,51,222.8
ProLiant Haven,2024-04-02,50,106,13,161.64
Apollo Executive Beach Resort,2024-04-02,55,261,34,142.86
Aruba Lodge,2024-04-02,50,105,16,123.88
Alletra Haven,2024-04-02,78,373,28,132.24
dHCI Platinum Beach Resort,2024-04-02,63,153,22,198.63
GreenLake Platinum Heritage Inn,2024-04-02,57,239,34,205.4
Pointnext Signature Residences & Suites,2024-04-02,67,242,41,129.54
ProLiant Place,2024-04-02,56,197,19,204.21
Synergy Golden Grand Hotel,2024-04-02,76,379,45,195.59
Alletra Resort,2024-04-02,53,173,17,134.49
GreenLake Digital Business Suites,2024-04-02,60,138,11,116.17
Apollo Resort & Spa,2024-04-02,56,222,16,186.08
Nimble Inn,2024-04-02,53,202,17,173.81
Ezmeral Grand Hotel,2024-04-02,66,297,52,219.5
Alletra Boutique Hotel,2024-04-02,77,307,34,265.92
Simplivity Golden Plaza Hotel,2024-04-02,67,251,47,241.59
Cray Villas,2024-04-02,65,162,10,115.07
Apollo Diamond Suites,2024-04-02,63,307,31,196.26
Apollo Towers,2024-04-02,80,299,24,158.86
Alletra Diamond Grand Hotel,2024-04-03,75,280,37,247.57
ProLiant Towers,2024-04-03,51,173,30,164.67
Aruba Luxury Lodge,2024-04-03,69,196,12,174.84
InfoSight Boutique Hotel,2024-04-03,53,205,33,197.85
Primera Grand,2024-04-03,77,167,19,145.25
dHCI Executive Boutique Hotel,2024-04-03,56,126,8,137.83
ProLiant Haven,2024-04-03,76,367,61,223.3
Apollo Executive Beach Resort,2024-04-03,61,247,46,202.29
Aruba Lodge,2024-04-03,69,300,47,171.56
Alletra Haven,2024-04-03,66,268,41,245.55
dHCI Platinum Beach Resort,2024-04-03,53,118,11,152.44
GreenLake Platinum Heritage Inn,2024-04-03,79,369,52,283.88
Pointnext Signature Residences & Suites,2024-04-03,65,289,34,147.8
ProLiant Place,2024-04-03,65,136,16,152.86
Synergy Golden Grand Hotel,2024-04-03,71,312,26,201.85
Alletra Resort,2024-04-03,72,147,15,262.28
GreenLake Digital Business Suites,2024-04-03,64,191,37,131.27
Apollo Resort & Spa,2024-04-03,78,220,20,257.26
Nimble Inn,2024-04-03,78,160,20,261.18
Ezmeral Grand Hotel,2024-04-03,61,242,29,115.04
Alletra Boutique Hotel,2024-04-03,56,204,33,191.28
Simplivity Golden Plaza Hotel,2024-04-03,65,319,16,167.35
Cray Villas,2024-04-03,53,152,10,124.37
Apollo Diamond Suites,2024-04-03,80,302,45,249.53
Apollo Towers,2024-04-03,73,291,45,216.22
Alletra Diamond Grand Hotel,2024-04-04,68,224,30,154.21
ProLiant Towers,2024-04-04,59,256,43,225.4
Aruba Luxury Lodge,2024-04-04,73,304,45,185.52
InfoSight Boutique Hotel,2024-04-04,64,178,33,124.49
Primera Grand,2024-04-04,67,311,49,249.56
dHCI Executive Boutique Hotel,2024-04-04,77,237,29,198.86
ProLiant Haven,2024-04-04,57,283,30,177.59
Apollo Executive Beach Resort,2024-04-04,73,246,12,134.63
Aruba Lodge,2024-04-04,58,226,20,166.74
Alletra Haven,2024-04-04,76,281,45,152.29
dHCI Platinum Beach Resort,2024-04-04,51,123,10,128.89
GreenLake Platinum Heritage Inn,2024-04-04,78,369,22,180.32
Pointnext Signature Residences & Suites,2024-04-04,74,359,70,174.84
ProLiant Place,2024-04-04,71,348,36,241.87
Synergy Golden Grand Hotel,2024-04-04,71,262,45,142.55
Alletra Resort,2024-04-04,62,285,44,163.13
GreenLake Digital Business Suites,2024-04-04,68,290,29,173.07
Apollo Resort & Spa,2024-04-04,66,135,19,137.04
Nimble Inn,2024-04-04,63,168,19,149.67
Ezmeral Grand Hotel,2024-04-04,79,348,53,136.76
Alletra Boutique Hotel,2024-04-04,75,319,37,235.93
Simplivity Golden Plaza Hotel,2024-04-04,73,339,20,199.18
Cray Villas,2024-04-04,50,235,42,106.32
Apollo Diamond Suites,2024-04-04,65,263,33,171.18
Apollo Towers,2024-04-04,65,273,53,192.94
Alletra Diamond Grand Hotel,2024-04-05,69,190,37,161.58
ProLiant Towers,2024-04-05,54,133,20,147.14
Aruba Luxury Lodge,2024-04-05,67,278,28,172.94
InfoSight Boutique Hotel,2024-04-05,72,177,25,259.0
Primera Grand,2024-04-05,54,143,23,200.24
dHCI Executive Boutique Hotel,2024-04-05,65,314,34,165.61
ProLiant Haven,2024-04-05,77,258,15,191.67
Apollo Executive Beach Resort,2024-04-05,67,283,49,197.65
Aruba Lodge,2024-04-05,73,246,31,239.6
Alletra Haven,2024-04-05,78,347,52,193.61
dHCI Platinum Beach Resort,2024-04-05,60,203,35,171.02
GreenLake Platinum Heritage Inn,2024-04-05,76,232,27,154.56
Pointnext Signature Residences & Suites,2024-04-05,55,142,28,118.43
ProLiant Place,2024-04-05,57,229,25,162.4
Synergy Golden Grand Hotel,2024-04-05,72,341,19,258.25
Alletra Resort,2024-04-05,61,198,35,127.23
GreenLake Digital Business Suites,2024-04-05,77,175,26,217.91
Apollo Resort & Spa,2024-04-05,67,212,19,130.32
Nimble Inn,2024-04-05,72,224,43,173.08
Ezmeral Grand Hotel,2024-04-05,73,196,13,131.31
Alletra Boutique Hotel,2024-04-05,75,175,25,174.57
Simplivity Golden Plaza Hotel,2024-04-05,72,174,15,141.36
Cray Villas,2024-04-05,62,220,32,174.07
Apollo Diamond Suites,2024-04-05,80,237,13,218.33
Apollo Towers,2024-04-05,52,190,21,169.12
Alletra Diamond Grand Hotel,2024-04-06,71,212,30,252.26
ProLiant Towers,2024-04-06,73,186,23,259.51
Aruba Luxury Lodge,2024-04-06,67,193,33,226.56
InfoSight Boutique Hotel,2024-04-06,66,268,17,177.67
Primera Grand,2024-04-06,60,250,34,218.16
dHCI Executive Boutique Hotel,2024-04-06,60,175,10,191.26
ProLiant Haven,2024-04-06,64,158,24,162.14
Apollo Executive Beach Resort,2024-04-06,79,225,21,129.66
Aruba Lodge,2024-04-06,70,251,33,220.17
Alletra Haven,2024-04-06,63,155,25,160.83
dHCI Platinum Beach Resort,2024-04-06,62,289,39,143.38
GreenLake Platinum Heritage Inn,2024-04-06,84,338,50,184.78
Pointnext Signature Residences & Suites,2024-04-06,71,258,34,131.67
ProLiant Place,2024-04-06,89,192,32,201.29
Synergy Golden Grand Hotel,2024-04-06,76,168,28,268.76
Alletra Resort,2024-04-06,80,237,43,265.35
GreenLake Digital Business Suites,2024-04-06,78,206,15,146.96
Apollo Resort & Spa,2024-04-06,78,208,28,277.58
Nimble Inn,2024-04-06,69,180,29,193.78
Ezmeral Grand Hotel,2024-04-06,80,329,56,142.38
Alletra Boutique Hotel,2024-04-06,77,342,65,207.22
Simplivity Golden Plaza Hotel,2024-04-06,77,160,17,272.03
Cray Villas,2024-04-06,67,165,14,247.62
Apollo Diamond Suites,2024-04-06,81,311,55,167.33
Apollo Towers,2024-04-06,85,403,51,203.74
Alletra Diamond Grand Hotel,2024-04-07,93,332,19,294.63
ProLiant Towers,2024-04-07,71,186,14,178.68
Aruba Luxury Lodge,2024-04-07,87,244,48,205.38
InfoSight Boutique Hotel,2024-04-07,80,181,11,282.12
Primera Grand,2024-04-07,83,382,19,179.12
dHCI Executive Boutique Hotel,2024-04-07,79,196,26,211.64
ProLiant Haven,2024-04-07,86,334,51,230.79
Apollo Executive Beach Resort,2024-04-07,74,325,40,206.31
Aruba Lodge,2024-04-07,69,341,32,125.58
Alletra Haven,2024-04-07,64,225,39,228.84
dHCI Platinum Beach Resort,2024-04-07,83,249,22,250.55
GreenLake Platinum Heritage Inn,2024-04-07,70,156,15,240.84
Pointnext Signature Residences & Suites,2024-04-07,60,203,24,122.0
ProLiant Place,2024-04-07,63,298,39,126.84
Synergy Golden Grand Hotel,2024-04-07,67,296,56,131.2
Alletra Resort,2024-04-07,84,260,19,173.55
GreenLake Digital Business Suites,2024-04-07,70,170,33,170.15
Apollo Resort & Spa,2024-04-07,84,320,49,155.97
Nimble Inn,2024-04-07,81,379,36,139.17
Ezmeral Grand Hotel,2024-04-07,65,264,15,243.2
Alletra Boutique Hotel,2024-04-07,59,215,36,130.17
Simplivity Golden Plaza Hotel,2024-04-07,72,283,52,168.68
Cray Villas,2024-04-07,82,192,21,254.89
Apollo Diamond Suites,2024-04-07,68,335,43,125.78
Apollo Towers,2024-04-07,85,241,17,178.32
Alletra Diamond Grand Hotel,2024-04-08,61,245,37,167.48
ProLiant Towers,2024-04-08,79,200,21,276.86
Aruba Luxury Lodge,2024-04-08,77,161,16,194.52
InfoSight Boutique Hotel,2024-04-08,54,149,20,118.93
Primera Grand,2024-04-08,66,252,29,121.87
dHCI Executive Boutique Hotel,2024-04-08,78,252,13,175.3
ProLiant Haven,2024-04-08,70,177,18,220.02
Apollo Executive Beach Resort,2024-04-08,72,267,32,157.37
Aruba Lodge,2024-04-08,54,236,32,117.0
Alletra Haven,2024-04-08,70,269,47,125.18
dHCI Platinum Beach Resort,2024-04-08,73,184,17,262.7
GreenLake Platinum Heritage Inn,2024-04-08,72,219,38,187.31
Pointnext Signature Residences & Suites,2024-04-08,52,104,18,198.49
ProLiant Place,2024-04-08,57,212,13,150.0
Synergy Golden Grand Hotel,2024-04-08,56,206,11,214.5
Alletra Resort,2024-04-08,63,230,38,202.79
GreenLake Digital Business Suites,2024-04-08,61,202,16,197.48
Apollo Resort & Spa,2024-04-08,72,215,30,252.75
Nimble Inn,2024-04-08,60,274,42,204.76
Ezmeral Grand Hotel,2024-04-08,61,280,50,129.78
Alletra Boutique Hotel,2024-04-08,78,314,55,248.34
Simplivity Golden Plaza Hotel,2024-04-08,59,166,10,109.85
Cray Villas,2024-04-08,52,253,35,203.51
Apollo Diamond Suites,2024-04-08,76,365,59,273.63
Apollo Towers,2024-04-08,61,156,25,195.53
Alletra Diamond Grand Hotel,2024-04-09,50,189,21,110.59
ProLiant Towers,2024-04-09,64,220,40,148.36
Aruba Luxury Lodge,2024-04-09,51,217,17,172.53
InfoSight Boutique Hotel,2024-04-09,71,236,40,138.01
Primera Grand,2024-04-09,77,332,44,242.6
dHCI Executive Boutique Hotel,2024-04-09,56,204,32,158.36
ProLiant Haven,2024-04-09,77,174,20,241.2
Apollo Executive Beach Resort,2024-04-09,57,229,26,165.82
Aruba Lodge,2024-04-09,61,241,43,201.59
Alletra Haven,2024-04-09,61,290,48,218.91
dHCI Platinum Beach Resort,2024-04-09,80,390,34,244.2
GreenLake Platinum Heritage Inn,2024-04-09,50,186,25,188.9
Pointnext Signature Residences & Suites,2024-04-09,76,217,38,174.85
ProLiant Place,2024-04-09,53,206,35,111.32
Synergy Golden Grand Hotel,2024-04-09,57,255,47,167.18
Alletra Resort,2024-04-09,79,269,14,251.66
GreenLake Digital Business Suites,2024-04-09,74,187,28,216.37
Apollo Resort & Spa,2024-04-09,53,252,26,151.49
Nimble Inn,2024-04-09,60,237,42,198.53
Ezmeral Grand Hotel,2024-04-09,80,251,15,279.68
Alletra Boutique Hotel,2024-04-09,77,252,37,129.08
Simplivity Golden Plaza Hotel,2024-04-09,77,193,25,178.29
Cray Villas,2024-04-09,69,227,35,229.47
Apollo Diamond Suites,2024-04-09,77,327,21,134.19
Apollo Towers,2024-04-09,67,317,33,218.1
Alletra Diamond Grand Hotel,2024-04-10,69,221,41,246.72
ProLiant Towers,2024-04-10,53,191,36,124.58
Aruba Luxury Lodge,2024-04-10,71,327,30,258.34
InfoSight Boutique Hotel,2024-04-10,70,263,16,249.49
Primera Grand,2024-04-10,63,284,27,138.04
dHCI Executive Boutique Hotel,2024-04-10,78,214,30,243.35
ProLiant Haven,2024-04-10,56,164,29,153.87
Apollo Executive Beach Resort,2024-04-10,58,198,21,136.32
Aruba Lodge,2024-04-10,60,262,24,192.28
Alletra Haven,2024-04-10,51,217,14,146.8
dHCI Platinum Beach Resort,2024-04-10,67,311,51,166.71
GreenLake Platinum Heritage Inn,2024-04-10,51,111,5,118.69
Pointnext Signature Residences & Suites,2024-04-10,75,351,61,130.82
ProLiant Place,2024-04-10,59,207,30,151.23
Synergy Golden Grand Hotel,2024-04-10,52,208,24,196.7
Alletra Resort,2024-04-10,71,246,13,169.85
GreenLake Digital Business Suites,2024-04-10,61,250,37,127.47
Apollo Resort & Spa,2024-04-10,54,156,15,178.07
Nimble Inn,2024-04-10,71,172,20,156.67
Ezmeral Grand Hotel,2024-04-10,58,282,45,138.42
Alletra Boutique Hotel,2024-04-10,79,286,18,204.98
Simplivity Golden Plaza Hotel,2024-04-10,57,216,17,219.1
Cray Villas,2024-04-10,63,141,20,149.03
Apollo Diamond Suites,2024-04-10,77,182,34,230.32
Apollo Towers,2024-04-10,74,363,47,213.91
Alletra Diamond Grand Hotel,2024-04-11,62,292,26,223.43
ProLiant Towers,2024-04-11,76,377,22,147.63
Aruba Luxury Lodge,2024-04-11,70,195,32,239.01
InfoSight Boutique Hotel,2024-04-11,60,238,36,131.54
Primera Grand,2024-04-11,55,161,11,197.24
dHCI Executive Boutique Hotel,2024-04-11,77,273,30,240.94
ProLiant Haven,2024-04-11,70,348,57,135.33
Apollo Executive Beach Resort,2024-04-11,74,241,38,165.05
Aruba Lodge,2024-04-11,70,230,19,160.23
Alletra Haven,2024-04-11,62,260,34,145.61
dHCI Platinum Beach Resort,2024-04-11,53,122,17,150.72
GreenLake Platinum Heritage Inn,2024-04-11,72,209,14,205.94
Pointnext Signature Residences & Suites,2024-04-11,68,294,19,217.39
ProLiant Place,2024-04-11,51,109,19,168.89
Synergy Golden Grand Hotel,2024-04-11,73,155,23,132.5
Alletra Resort,2024-04-11,73,195,15,198.99
GreenLake Digital Business Suites,2024-04-11,60,137,12,184.97
Apollo Resort & Spa,2024-04-11,58,119,10,194.74
Nimble Inn,2024-04-11,72,352,46,188.87
Ezmeral Grand Hotel,2024-04-11,73,249,27,155.64
Alletra Boutique Hotel,2024-04-11,58,187,20,169.91
Simplivity Golden Plaza Hotel,2024-04-11,75,355,52,209.44
Cray Villas,2024-04-11,77,182,20,233.41
Apollo Diamond Suites,2024-04-11,68,180,16,126.65
Apollo Towers,2024-04-11,63,151,21,120.93
Alletra Diamond Grand Hotel,2024-04-12,56,151,11,132.16
ProLiant Towers,2024-04-12,68,259,16,161.69
Aruba Luxury Lodge,2024-04-12,50,231,41,123.11
InfoSight Boutique Hotel,2024-04-12,54,150,23,141.3
Primera Grand,2024-04-12,65,272,39,224.58
dHCI Executive Boutique Hotel,2024-04-12,58,182,26,190.68
ProLiant Haven,2024-04-12,55,217,28,192.05
Apollo Executive Beach Resort,2024-04-12,80,378,45,186.45
Aruba Lodge,2024-04-12,56,249,27,122.7
Alletra Haven,2024-04-12,68,186,23,169.93
dHCI Platinum Beach Resort,2024-04-12,64,253,13,188.92
GreenLake Platinum Heritage Inn,2024-04-12,77,206,31,161.96
Pointnext Signature Residences & Suites,2024-04-12,58,214,33,204.09
ProLiant Place,2024-04-12,65,270,22,215.46
Synergy Golden Grand Hotel,2024-04-12,60,234,29,177.9
Alletra Resort,2024-04-12,60,296,42,173.83
GreenLake Digital Business Suites,2024-04-12,62,165,28,143.37
Apollo Resort & Spa,2024-04-12,73,223,43,258.25
Nimble Inn,2024-04-12,78,388,61,230.38
Ezmeral Grand Hotel,2024-04-12,67,302,15,146.38
Alletra Boutique Hotel,2024-04-12,61,228,23,222.55
Simplivity Golden Plaza Hotel,2024-04-12,70,261,16,254.44
Cray Villas,2024-04-12,51,186,18,167.64
Apollo Diamond Suites,2024-04-12,69,253,35,205.86
Apollo Towers,2024-04-12,66,192,23,119.62
Alletra Diamond Grand Hotel,2024-04-13,76,331,19,250.42
ProLiant Towers,2024-04-13,87,180,28,243.63
Aruba Luxury Lodge,2024-04-13,73,290,48,259.65
InfoSight Boutique Hotel,2024-04-13,84,305,27,212.51
Primera Grand,2024-04-13,80,373,73,283.11
dHCI Executive Boutique Hotel,2024-04-13,76,197,22,235.05
ProLiant Haven,2024-04-13,67,199,37,250.31
Apollo Executive Beach Resort,2024-04-13,75,319,58,187.65
Aruba Lodge,2024-04-13,58,248,29,214.3
Alletra Haven,2024-04-13,66,208,10,134.33
dHCI Platinum Beach Resort,2024-04-13,80,267,40,222.5
GreenLake Platinum Heritage Inn,2024-04-13,60,166,16,123.83
Pointnext Signature Residences & Suites,2024-04-13,91,368,68,306.57
ProLiant Place,2024-04-13,92,210,14,142.79
Synergy Golden Grand Hotel,2024-04-13,80,282,29,213.17
