hotel_nombre,consumo_energia_kwh,residuos_generados_kg,porcentaje_reciclaje,uso_agua_m3,fecha,tasa_ocupacion,reservas_confirmadas,cancelaciones,precio_promedio_noche
Apollo Executive Beach Resort,1097,1380,72.3,3389,2024-06-21,70,154,14,186.87
Aruba Lodge,3813,1773,58.7,3229,2024-06-21,77,162,17,224.57
Alletra Haven,2583,1871,59.7,3699,2024-06-21,74,153,23,175.36
dHCI Platinum Beach Resort,2919,1759,68.5,3612,2024-06-21,81,379,57,218.32
GreenLake Platinum Heritage Inn,1052,1344,75.9,3962,2024-06-21,79,345,30,237.37
Pointnext Signature Residences & Suites,1815,1356,68.6,3323,2024-06-21,73,227,15,234.18
ProLiant Place,2900,1491,61.4,3136,2024-06-21,86,192,13,296.24
Synergy Golden Grand Hotel,2144,1986,84.9,3918,2024-06-21,71,299,22,211.83
Alletra Resort,1320,1767,82.6,3631,2024-06-21,73,200,28,229.26
GreenLake Digital Business Suites,2785,1805,53.8,3794,2024-06-21,78,203,17,184.34
Apollo Resort & Spa,3748,1085,91.5,4461,2024-06-21,70,326,56,200.01
Nimble Inn,2746,1575,50.0,4437,2024-06-21,83,406,66,290.32
Ezmeral Grand Hotel,2775,1130,60.8,4314,2024-06-21,92,234,17,188.58
Alletra Boutique Hotel,3980,1741,80.7,3296,2024-06-21,87,246,18,189.36
Simplivity Golden Plaza Hotel,2802,1068,63.8,3384,2024-06-21,79,255,49,232.25
Cray Villas,1283,1731,63.1,3475,2024-06-21,80,266,21,265.99
Apollo Diamond Suites,1692,1565,53.9,3706,2024-06-21,80,327,51,205.29
Apollo Towers,1485,1265,51.3,3136,2024-06-21,84,234,38,260.52
Alletra Diamond Grand Hotel,3389,1924,74.0,4607,2024-06-22,88,430,54,235.37
ProLiant Towers,2078,1028,86.8,4011,2024-06-22,100,423,46,180.54
Aruba Luxury Lodge,2897,1785,83.1,3986,2024-06-22,76,180,24,132.54
InfoSight Boutique Hotel,2081,1316,82.8,4992,2024-06-22,88,330,45,163.84
Primera Grand,1320,1665,88.8,3768,2024-06-22,100,413,56,239.46
dHCI Executive Boutique Hotel,1841,1419,57.1,4142,2024-06-22,100,383,51,196.81
ProLiant Haven,2495,1963,75.8,3083,2024-06-22,92,197,29,317.18
Apollo Executive Beach Resort,2064,1453,53.3,4338,2024-06-22,100,484,46,307.27
Aruba Lodge,1349,1964,88.9,3651,2024-06-22,83,201,30,205.11
Alletra Haven,3228,1929,52.7,3724,2024-06-22,94,462,56,219.98
dHCI Platinum Beach Resort,1668,1904,86.6,3194,2024-06-22,96,375,41,277.83
GreenLake Platinum Heritage Inn,2238,1457,62.7,3237,2024-06-22,100,261,46,284.56
Pointnext Signature Residences & Suites,2002,1530,79.9,4924,2024-06-22,83,184,22,243.74
ProLiant Place,1930,1183,89.5,4042,2024-06-22,88,217,15,285.14
Synergy Golden Grand Hotel,1547,1653,89.6,3937,2024-06-22,100,285,17,221.64
Alletra Resort,2353,1915,59.4,3025,2024-06-22,90,295,39,151.38
GreenLake Digital Business Suites,3149,1321,87.0,3354,2024-06-22,99,389,72,163.84
Apollo Resort & Spa,2055,1030,55.7,4110,2024-06-22,97,284,49,268.89
Nimble Inn,2236,1975,90.3,3475,2024-06-22,100,471,93,322.53
Ezmeral Grand Hotel,3742,1848,60.6,4294,2024-06-22,100,410,25,319.64
Alletra Boutique Hotel,3078,1642,75.2,4428,2024-06-22,83,262,18,264.62
Simplivity Golden Plaza Hotel,3481,1382,69.0,4241,2024-06-22,87,259,47,307.4
Cray Villas,2434,1539,63.2,3692,2024-06-22,100,247,23,303.02
Apollo Diamond Suites,2538,1642,54.9,3449,2024-06-22,82,265,52,186.06
Apollo Towers,3040,1771,66.4,3749,2024-06-22,86,241,14,186.48
Alletra Diamond Grand Hotel,3507,1206,55.4,4303,2024-06-23,89,357,35,292.99
ProLiant Towers,1555,1178,78.3,4032,2024-06-23,100,412,63,205.52
Aruba Luxury Lodge,1462,1798,90.0,3681,2024-06-23,81,403,22,145.17
InfoSight Boutique Hotel,2309,1748,92.0,4327,2024-06-23,86,177,9,256.49
Primera Grand,2155,1389,80.6,3159,2024-06-23,98,249,33,202.61
dHCI Executive Boutique Hotel,3561,1096,51.9,3237,2024-06-23,96,249,12,336.65
ProLiant Haven,2759,1058,88.3,4717,2024-06-23,100,283,48,222.56
Apollo Executive Beach Resort,2219,1117,68.7,4325,2024-06-23,100,443,53,314.99
Aruba Lodge,2944,1415,60.1,4658,2024-06-23,85,335,54,192.36
Alletra Haven,2157,1810,88.2,3054,2024-06-23,96,244,21,328.59
dHCI Platinum Beach Resort,3969,1024,69.8,3824,2024-06-23,91,373,27,185.45
GreenLake Platinum Heritage Inn,2391,1788,88.8,3020,2024-06-23,86,195,32,267.97
Pointnext Signature Residences & Suites,2858,1591,67.8,4614,2024-06-23,83,402,38,243.69
ProLiant Place,2280,1808,51.9,3904,2024-06-23,86,362,25,216.39
Synergy Golden Grand Hotel,1915,1224,84.0,3129,2024-06-23,86,251,24,290.36
Alletra Resort,1917,1205,93.1,3991,2024-06-23,89,372,71,302.49
GreenLake Digital Business Suites,3530,1329,92.5,4947,2024-06-23,89,255,15,236.55
Apollo Resort & Spa,3742,1297,81.3,3680,2024-06-23,83,329,28,260.63
Nimble Inn,2798,1890,78.9,4361,2024-06-23,82,189,21,225.67
Ezmeral Grand Hotel,3189,1738,80.0,4069,2024-06-23,100,398,74,258.05
Alletra Boutique Hotel,3180,1954,77.3,3516,2024-06-23,85,312,60,141.09
Simplivity Golden Plaza Hotel,2456,1292,50.1,4674,2024-06-23,83,357,59,225.87
Cray Villas,1221,1832,91.2,4919,2024-06-23,86,352,19,138.03
Apollo Diamond Suites,1422,1830,51.5,3722,2024-06-23,97,367,54,220.44
Apollo Towers,3180,1640,80.7,4045,2024-06-23,96,242,37,333.88
Alletra Diamond Grand Hotel,3236,1378,81.4,3716,2024-06-24,82,192,15,188.87
ProLiant Towers,2671,1707,84.3,4521,2024-06-24,94,267,32,257.69
Aruba Luxury Lodge,1063,1147,88.2,3633,2024-06-24,84,375,47,262.26
InfoSight Boutique Hotel,1888,1929,94.6,4372,2024-06-24,90,410,25,180.49
Primera Grand,2096,1519,68.2,3609,2024-06-24,70,325,62,247.6
dHCI Executive Boutique Hotel,1502,1726,53.2,3702,2024-06-24,77,180,26,160.98
ProLiant Haven,1346,1403,66.6,4456,2024-06-24,87,284,44,192.93
Apollo Executive Beach Resort,1622,1699,79.6,4327,2024-06-24,71,302,28,216.64
Aruba Lodge,2232,1262,66.4,3172,2024-06-24,80,307,32,260.81
Alletra Haven,2663,1392,66.3,3726,2024-06-24,78,371,61,128.82
dHCI Platinum Beach Resort,3430,1675,89.6,4358,2024-06-24,72,278,51,184.02
GreenLake Platinum Heritage Inn,1217,1106,51.5,3138,2024-06-24,87,390,59,162.25
Pointnext Signature Residences & Suites,2486,1408,57.1,4520,2024-06-24,92,364,29,248.98
ProLiant Place,3237,1300,56.3,3236,2024-06-24,90,266,26,191.92
Synergy Golden Grand Hotel,1485,1660,81.7,4414,2024-06-24,94,248,42,301.17
Alletra Resort,1134,1635,90.2,3131,2024-06-24,72,263,23,215.52
GreenLake Digital Business Suites,2268,1984,69.3,3319,2024-06-24,73,268,29,144.73
Apollo Resort & Spa,2734,1299,62.4,4603,2024-06-24,92,267,30,317.82
Nimble Inn,3512,1730,76.3,3468,2024-06-24,80,263,40,139.74
Ezmeral Grand Hotel,1675,1830,72.1,3668,2024-06-24,75,333,22,252.41
Alletra Boutique Hotel,2363,1408,85.7,4172,2024-06-24,95,298,48,245.47
Simplivity Golden Plaza Hotel,1358,1238,51.6,4645,2024-06-24,71,154,14,208.85
Cray Villas,3198,1350,78.5,3832,2024-06-24,70,151,20,179.79
Apollo Diamond Suites,2797,1360,75.6,4790,2024-06-24,76,225,29,156.83
Apollo Towers,2471,1997,91.6,3109,2024-06-24,72,316,45,194.79
Alletra Diamond Grand Hotel,1095,1635,53.7,3666,2024-06-25,85,196,34,230.99
ProLiant Towers,3558,1947,77.7,3489,2024-06-25,87,420,78,153.25
Aruba Luxury Lodge,3082,1240,67.9,4554,2024-06-25,95,356,42,159.48
InfoSight Boutique Hotel,1703,1969,50.8,4162,2024-06-25,85,177,26,303.68
Primera Grand,3148,1089,53.2,3368,2024-06-25,86,198,13,270.21
dHCI Executive Boutique Hotel,1445,1896,83.9,3883,2024-06-25,91,184,13,228.55
ProLiant Haven,1998,1560,92.8,4276,2024-06-25,94,388,74,261.08
Apollo Executive Beach Resort,1197,1720,76.4,3409,2024-06-25,76,285,37,218.59
Aruba Lodge,1164,1356,89.2,4930,2024-06-25,79,309,51,136.47
Alletra Haven,3239,1414,78.8,4159,2024-06-25,91,243,26,163.78
dHCI Platinum Beach Resort,2399,1115,69.2,3762,2024-06-25,87,244,36,196.73
GreenLake Platinum Heritage Inn,3560,1415,70.4,4806,2024-06-25,77,296,29,171.57
Pointnext Signature Residences & Suites,2000,1625,59.0,3405,2024-06-25,85,236,40,201.29
ProLiant Place,1768,1578,67.2,3663,2024-06-25,91,231,44,264.82
Synergy Golden Grand Hotel,3442,1945,87.4,4893,2024-06-25,80,331,49,238.0
Alletra Resort,2690,1998,90.4,3840,2024-06-25,95,314,45,174.59
GreenLake Digital Business Suites,3324,1508,86.0,4248,2024-06-25,93,430,26,303.82
Apollo Resort & Spa,3446,1484,89.3,4363,2024-06-25,93,248,37,250.39
Nimble Inn,3304,1415,66.6,3801,2024-06-25,94,411,21,295.61
Ezmeral Grand Hotel,3511,1655,55.5,3478,2024-06-25,76,232,46,173.69
Alletra Boutique Hotel,1509,1113,79.2,3193,2024-06-25,83,299,40,258.43
Simplivity Golden Plaza Hotel,2535,1811,50.8,4724,2024-06-25,87,367,27,149.88
Cray Villas,2288,1588,58.9,4740,2024-06-25,85,410,25,201.58
Apollo Diamond Suites,2321,1381,86.6,3338,2024-06-25,92,266,50,302.17
Apollo Towers,3561,1505,57.4,3225,2024-06-25,88,331,64,158.64
Alletra Diamond Grand Hotel,1899,1919,52.3,3035,2024-06-26,91,380,61,172.97
ProLiant Towers,2736,1307,93.0,3052,2024-06-26,79,229,15,180.32
Aruba Luxury Lodge,3677,1716,64.0,3735,2024-06-26,80,172,16,169.38
InfoSight Boutique Hotel,3601,1782,61.4,3313,2024-06-26,81,368,29,160.33
Primera Grand,3748,1714,57.3,3695,2024-06-26,84,217,33,232.85
dHCI Executive Boutique Hotel,1176,1272,88.8,3304,2024-06-26,74,262,13,173.35
ProLiant Haven,1047,1085,62.8,4187,2024-06-26,71,353,41,190.03
Apollo Executive Beach Resort,1704,1355,71.1,3725,2024-06-26,79,191,37,249.42
Aruba Lodge,1127,1816,52.3,3641,2024-06-26,80,182,15,151.68
Alletra Haven,1403,1342,83.1,3742,2024-06-26,83,201,28,166.37
dHCI Platinum Beach Resort,3544,1590,91.3,4209,2024-06-26,76,165,17,264.08
GreenLake Platinum Heritage Inn,2738,1386,60.0,4670,2024-06-26,79,332,31,136.12
Pointnext Signature Residences & Suites,1593,1121,69.1,4121,2024-06-26,71,266,36,126.44
ProLiant Place,2637,1887,57.9,4085,2024-06-26,82,290,29,275.56
Synergy Golden Grand Hotel,2860,1999,57.9,4512,2024-06-26,93,347,21,286.7
Alletra Resort,2825,1499,53.3,3474,2024-06-26,89,388,33,215.31
GreenLake Digital Business Suites,1022,1459,51.2,3185,2024-06-26,90,260,37,218.82
Apollo Resort & Spa,2281,1093,70.2,3582,2024-06-26,77,352,57,188.82
Nimble Inn,2013,1332,90.6,3955,2024-06-26,71,275,51,125.98
Ezmeral Grand Hotel,2857,1428,82.8,3780,2024-06-26,88,303,36,198.53
Alletra Boutique Hotel,1549,1710,86.7,4021,2024-06-26,92,315,35,193.61
Simplivity Golden Plaza Hotel,2184,1507,75.1,4644,2024-06-26,77,270,18,140.03
Cray Villas,2941,1078,93.3,4323,2024-06-26,71,195,21,242.39
Apollo Diamond Suites,3402,1100,75.6,4964,2024-06-26,83,194,25,262.88
Apollo Towers,1235,1679,94.3,3765,2024-06-26,84,200,33,286.99
Alletra Diamond Grand Hotel,3099,1479,72.4,3374,2024-06-27,75,255,38,184.18
ProLiant Towers,1084,1809,84.6,4004,2024-06-27,74,339,53,244.04
Aruba Luxury Lodge,3823,1083,73.4,4386,2024-06-27,71,190,23,204.51
InfoSight Boutique Hotel,3637,1383,91.0,3572,2024-06-27,74,286,29,202.35
Primera Grand,2615,1469,94.6,3862,2024-06-27,78,233,36,212.01
dHCI Executive Boutique Hotel,2727,1567,69.9,3445,2024-06-27,81,312,30,141.14
ProLiant Haven,3223,1203,56.8,4284,2024-06-27,88,289,54,180.38
Apollo Executive Beach Resort,1311,1971,90.7,3264,2024-06-27,89,278,30,239.29
Aruba Lodge,1177,1798,57.9,4699,2024-06-27,80,205,39,169.87
Alletra Haven,2371,1685,90.5,4040,2024-06-27,92,288,27,213.23
dHCI Platinum Beach Resort,3913,1471,59.3,4384,2024-06-27,93,444,71,259.83
GreenLake Platinum Heritage Inn,3507,1552,88.2,4653,2024-06-27,73,357,45,259.31
Pointnext Signature Residences & Suites,2136,1535,67.1,3614,2024-06-27,78,370,61,258.98
ProLiant Place,2610,1615,52.2,3557,2024-06-27,72,276,32,226.66
Synergy Golden Grand Hotel,3867,1252,65.5,3043,2024-06-27,70,239,40,247.1
Alletra Resort,2206,1656,89.9,4669,2024-06-27,91,232,25,248.02
GreenLake Digital Business Suites,2607,1410,66.2,3495,2024-06-27,91,292,46,251.47
Apollo Resort & Spa,1979,1535,85.7,4726,2024-06-27,87,279,17,230.24
Nimble Inn,1347,1459,83.7,4101,2024-06-27,86,417,42,194.78
Ezmeral Grand Hotel,1771,1897,62.5,4134,2024-06-27,72,182,29,155.13
Alletra Boutique Hotel,2649,1324,91.6,4576,2024-06-27,77,379,19,206.11
Simplivity Golden Plaza Hotel,2281,1069,94.8,3190,2024-06-27,78,338,56,180.85
Cray Villas,2164,1899,56.2,4115,2024-06-27,88,330,61,301.55
Apollo Diamond Suites,1190,1282,73.6,4448,2024-06-27,75,316,40,257.17
Apollo Towers,2437,1721,51.6,3449,2024-06-27,84,391,49,256.33
Alletra Diamond Grand Hotel,3358,1996,55.1,3118,2024-06-28,70,332,41,245.04
ProLiant Towers,2091,1923,53.4,3320,2024-06-28,88,215,14,269.89
Aruba Luxury Lodge,2185,1663,72.2,4825,2024-06-28,93,268,44,189.69
InfoSight Boutique Hotel,2259,1782,72.6,4384,2024-06-28,91,424,74,214.4
Primera Grand,3755,1794,84.9,4325,2024-06-28,88,422,42,151.58
dHCI Executive Boutique Hotel,2013,1457,50.8,4497,2024-06-28,70,326,46,155.06
ProLiant Haven,2889,1041,90.3,4636,2024-06-28,82,233,27,199.75
Apollo Executive Beach Resort,3461,1647,73.1,3357,2024-06-28,77,211,14,151.52
Aruba Lodge,1184,1340,89.6,3944,2024-06-28,91,260,15,309.71
Alletra Haven,2628,1431,71.4,4370,2024-06-28,92,185,34,268.91
dHCI Platinum Beach Resort,2699,1172,81.4,3707,2024-06-28,94,261,46,265.8
GreenLake Platinum Heritage Inn,1820,1809,64.9,4154,2024-06-28,74,325,24,237.41
Pointnext Signature Residences & Suites,3912,1516,72.1,4990,2024-06-28,84,289,25,219.35
ProLiant Place,1483,1309,93.7,3766,2024-06-28,93,358,40,301.23
Synergy Golden Grand Hotel,3146,1704,67.6,4947,2024-06-28,91,385,52,239.61
Alletra Resort,2551,1159,65.2,3727,2024-06-28,89,226,28,289.14
GreenLake Digital Business Suites,3672,1749,55.3,4621,2024-06-28,77,272,20,178.0
Apollo Resort & Spa,1238,1315,52.9,3606,2024-06-28,93,359,53,309.88
Nimble Inn,3015,2000,60.4,3291,2024-06-28,94,316,42,248.45
Ezmeral Grand Hotel,2223,1919,74.7,4527,2024-06-28,79,213,41,187.02
Alletra Boutique Hotel,1160,1096,85.6,4881,2024-06-28,92,459,65,217.47
Simplivity Golden Plaza Hotel,3057,1653,50.0,3880,2024-06-28,86,330,43,281.5
Cray Villas,2584,1864,71.8,3019,2024-06-28,83,319,16,266.84
Apollo Diamond Suites,1339,1635,51.3,4981,2024-06-28,86,180,23,236.79
Apollo Towers,2302,1300,52.5,3130,2024-06-28,94,199,20,247.73
Alletra Diamond Grand Hotel,3220,1871,88.3,3266,2024-06-29,87,339,47,205.25
ProLiant Towers,2222,1391,54.4,3574,2024-06-29,100,492,25,200.88
Aruba Luxury Lodge,2540,1140,62.8,3445,2024-06-29,100,396,60,320.24
InfoSight Boutique Hotel,2471,1312,85.2,4627,2024-06-29,93,429,38,321.1
Primera Grand,3489,1737,69.5,3281,2024-06-29,82,384,36,291.27
dHCI Executive Boutique Hotel,3770,1998,64.2,3883,2024-06-29,100,337,58,163.29
ProLiant Haven,2449,1962,55.9,3373,2024-06-29,97,273,45,204.33
Apollo Executive Beach Resort,3657,1007,66.0,3235,2024-06-29,95,302,30,323.39
Aruba Lodge,1987,1537,85.1,4165,2024-06-29,93,427,80,186.59
Alletra Haven,2266,1065,70.4,4953,2024-06-29,100,414,74,175.62
dHCI Platinum Beach Resort,1290,1876,53.8,4906,2024-06-29,100,292,44,346.0
GreenLake Platinum Heritage Inn,1800,1736,72.0,3158,2024-06-29,90,374,59,206.94
Pointnext Signature Residences & Suites,3622,1956,74.4,4542,2024-06-29,100,265,33,265.53
ProLiant Place,1104,1702,60.4,4483,2024-06-29,94,300,55,263.21
Synergy Golden Grand Hotel,3086,1071,73.5,4151,2024-06-29,97,317,56,168.61
Alletra Resort,1135,1590,65.2,3255,2024-06-29,100,246,39,272.71
GreenLake Digital Business Suites,1878,1826,83.7,3693,2024-06-29,91,200,10,152.06
Apollo Resort & Spa,3612,1231,69.7,3862,2024-06-29,92,419,63,147.08
Nimble Inn,1989,1197,94.0,3205,2024-06-29,91,260,48,298.03
Ezmeral Grand Hotel,1422,1284,87.1,3670,2024-06-29,100,403,75,276.43
Alletra Boutique Hotel,2663,1362,85.9,4917,2024-06-29,78,357,20,197.94
Simplivity Golden Plaza Hotel,2086,1658,57.0,3549,2024-06-29,100,430,84,162.95
Cray Villas,1683,1959,70.7,4789,2024-06-29,82,315,40,256.57
Apollo Diamond Suites,2220,1909,51.2,3254,2024-06-29,100,270,39,264.44
Apollo Towers,1224,1105,82.1,4448,2024-06-29,79,290,46,209.03
Alletra Diamond Grand Hotel,2143,1002,86.6,4740,2024-06-30,100,277,26,204.61
ProLiant Towers,3834,1907,54.5,4889,2024-06-30,83,177,21,253.0
Aruba Luxury Lodge,1406,1357,57.5,4764,2024-06-30,89,433,28,175.48
InfoSight Boutique Hotel,3987,1092,65.0,3279,2024-06-30,85,196,37,281.5
Primera Grand,2830,2000,58.0,4653,2024-06-30,93,319,61,155.73
dHCI Executive Boutique Hotel,1002,1636,57.4,3619,2024-06-30,94,278,23,215.45
ProLiant Haven,3132,1006,60.2,4064,2024-06-30,95,191,18,333.45
Apollo Executive Beach Resort,3442,1518,72.5,4028,2024-06-30,90,274,20,319.14
Aruba Lodge,2946,1150,69.8,3125,2024-06-30,100,240,24,229.44
Alletra Haven,1016,1646,86.2,4436,2024-06-30,90,379,68,156.86
dHCI Platinum Beach Resort,2947,1977,89.8,3374,2024-06-30,100,357,56,344.84
GreenLake Platinum Heritage Inn,2216,1103,69.4,3988,2024-06-30,87,251,30,162.38
Pointnext Signature Residences & Suites,2532,1207,55.5,3799,2024-06-30,85,253,42,194.6
ProLiant Place,2859,1678,71.8,3880,2024-06-30,100,410,71,339.23
Synergy Golden Grand Hotel,1708,1108,56.0,3801,2024-06-30,92,358,33,277.1
Alletra Resort,3484,1388,57.3,3436,2024-06-30,87,327,52,294.36
GreenLake Digital Business Suites,2392,1636,83.6,3327,2024-06-30,91,245,39,221.5
Apollo Resort & Spa,1324,1803,56.5,3601,2024-06-30,96,222,18,236.84
Nimble Inn,1401,1195,62.8,3403,2024-06-30,93,408,54,249.24
Ezmeral Grand Hotel,2657,1685,53.2,3152,2024-06-30,94,411,58,148.43
Alletra Boutique Hotel,3460,1811,85.6,3893,2024-06-30,100,406,27,181.43
Simplivity Golden Plaza Hotel,1469,1373,77.4,3783,2024-06-30,95,393,57,262.82
Cray Villas,1557,1068,65.0,4551,2024-06-30,93,315,41,144.94
Apollo Diamond Suites,2074,1908,57.9,3822,2024-06-30,96,290,25,150.8
Apollo Towers,1808,1543,70.2,4806,2024-06-30,86,310,36,228.54
Alletra Diamond Grand Hotel,3109,1257,55.1,4011,2024-07-01,94,361,70,145.39
ProLiant Towers,2257,1245,71.6,4230,2024-07-01,84,354,29,185.71
Aruba Luxury Lodge,1132,1538,71.0,3115,2024-07-01,71,223,42,260.8
InfoSight Boutique Hotel,1412,1900,89.5,3784,2024-07-01,80,242,47,229.98
Primera Grand,1147,1946,84.6,4468,2024-07-01,84,184,24,255.02
dHCI Executive Boutique Hotel,1349,1898,90.9,4753,2024-07-01,79,347,27,259.14
ProLiant Haven,1101,1387,79.0,4137,2024-07-01,73,203,13,198.61
Apollo Executive Beach Resort,3534,1353,65.9,4517,2024-07-01,78,227,25,165.16
Aruba Lodge,1255,1426,91.4,3536,2024-07-01,75,328,55,207.37
Alletra Haven,3111,1900,79.9,3632,2024-07-01,93,266,22,221.85
dHCI Platinum Beach Resort,1965,1843,84.5,4050,2024-07-01,89,427,56,163.33
GreenLake Platinum Heritage Inn,2613,1851,70.1,4021,2024-07-01,84,350,34,198.46
Pointnext Signature Residences & Suites,2356,1329,92.1,3280,2024-07-01,94,249,15,216.19
ProLiant Place,3377,1869,86.5,4407,2024-07-01,72,193,10,137.62
Synergy Golden Grand Hotel,1098,1062,79.9,3826,2024-07-01,70,300,46,180.84
Alletra Resort,2336,1858,61.5,4889,2024-07-01,81,325,27,227.84
GreenLake Digital Business Suites,1069,1110,51.0,3684,2024-07-01,74,368,68,234.2
Apollo Resort & Spa,1854,1999,75.2,3665,2024-07-01,91,199,21,315.94
Nimble Inn,3776,1770,52.0,4544,2024-07-01,76,248,45,167.43
Ezmeral Grand Hotel,3302,1088,90.7,3074,2024-07-01,81,213,32,178.11
Alletra Boutique Hotel,3804,1907,75.5,4274,2024-07-01,74,363,27,217.66
Simplivity Golden Plaza Hotel,3131,1740,75.6,3289,2024-07-01,80,187,19,193.61
Cray Villas,2870,1148,52.6,3157,2024-07-01,94,247,21,191.59
Apollo Diamond Suites,1955,1186,94.3,3812,2024-07-01,90,341,23,250.13
Apollo Towers,2322,1823,71.1,4383,2024-07-01,78,315,34,169.44
Alletra Diamond Grand Hotel,1279,1763,55.8,3250,2024-07-02,88,267,29,215.52
ProLiant Towers,2153,1183,64.3,4626,2024-07-02,80,199,36,206.77
Aruba Luxury Lodge,3636,1709,85.6,4957,2024-07-02,93,237,26,244.39
InfoSight Boutique Hotel,3430,1590,83.1,3008,2024-07-02,88,230,24,219.84
Primera Grand,3421,1695,85.6,3476,2024-07-02,73,239,25,226.25
dHCI Executive Boutique Hotel,1565,1630,60.6,4005,2024-07-02,82,269,31,185.5
ProLiant Haven,3248,1707,52.2,4385,2024-07-02,86,255,22,196.91
Apollo Executive Beach Resort,2391,1855,58.7,3223,2024-07-02,77,243,32,249.22
Aruba Lodge,2846,1878,59.5,4282,2024-07-02,86,335,63,266.84
Alletra Haven,1014,1793,52.5,4760,2024-07-02,87,357,25,205.76
dHCI Platinum Beach Resort,1488,1670,65.0,4563,2024-07-02,74,365,58,184.22
GreenLake Platinum Heritage Inn,2250,1044,60.9,4944,2024-07-02,87,193,18,290.79
Pointnext Signature Residences & Suites,3052,1723,70.5,3220,2024-07-02,81,265,43,284.03
ProLiant Place,2803,1229,89.7,4759,2024-07-02,84,319,19,222.54
Synergy Golden Grand Hotel,3102,1394,87.4,3914,2024-07-02,79,381,38,160.0
Alletra Resort,2468,1059,62.1,4049,2024-07-02,71,259,40,133.64
GreenLake Digital Business Suites,2840,1782,54.9,3028,2024-07-02,94,338,59,246.28
Apollo Resort & Spa,3520,1986,58.6,4360,2024-07-02,75,166,13,257.97
Nimble Inn,1006,1832,75.4,4413,2024-07-02,88,312,53,308.1
Ezmeral Grand Hotel,2114,1959,64.7,4682,2024-07-02,77,216,28,153.77
Alletra Boutique Hotel,1779,1556,79.4,3969,2024-07-02,76,354,70,269.61
Simplivity Golden Plaza Hotel,1490,1939,63.6,4805,2024-07-02,88,328,31,174.12
Cray Villas,2649,1856,68.0,4472,2024-07-02,87,425,63,153.66
Apollo Diamond Suites,1909,1822,88.2,3635,2024-07-02,89,302,43,294.39
Apollo Towers,3396,1538,69.8,4452,2024-07-02,93,275,34,192.08
Alletra Diamond Grand Hotel,2141,1183,82.7,4097,2024-07-03,92,266,51,183.19
ProLiant Towers,2044,1136,93.8,4815,2024-07-03,76,192,15,152.96
Aruba Luxury Lodge,3173,1415,68.4,4501,2024-07-03,76,251,29,224.32
InfoSight Boutique Hotel,2562,1082,73.5,4996,2024-07-03,95,412,32,301.06
Primera Grand,1414,1693,65.4,3932,2024-07-03,78,313,34,159.83
dHCI Executive Boutique Hotel,2406,1389,66.7,4359,2024-07-03,86,346,55,223.97
ProLiant Haven,2268,1685,73.7,4343,2024-07-03,74,169,28,195.27
Apollo Executive Beach Resort,1333,1577,69.4,4474,2024-07-03,87,397,27,166.04
Aruba Lodge,2565,1346,81.1,4356,2024-07-03,72,220,20,122.78
Alletra Haven,1707,1702,77.2,3097,2024-07-03,87,227,15,267.63
dHCI Platinum Beach Resort,3290,1930,55.7,3556,2024-07-03,70,305,17,218.99
GreenLake Platinum Heritage Inn,3560,1092,76.1,4124,2024-07-03,82,331,58,209.91
Pointnext Signature Residences & Suites,2727,1319,77.5,3552,2024-07-03,92,399,63,227.3
ProLiant Place,3689,1342,64.5,3946,2024-07-03,88,347,27,188.87
Synergy Golden Grand Hotel,1832,1885,68.5,3534,2024-07-03,84,190,33,204.8
Alletra Resort,1457,1282,93.8,4203,2024-07-03,80,336,40,234.67
GreenLake Digital Business Suites,3247,1714,59.9,4290,2024-07-03,95,315,33,165.02
Apollo Resort & Spa,2101,1729,69.0,3695,2024-07-03,85,360,59,187.23
Nimble Inn,2520,1198,90.5,4352,2024-07-03,86,253,47,281.88
Ezmeral Grand Hotel,2547,1426,72.9,4846,2024-07-03,90,273,20,292.0
Alletra Boutique Hotel,2109,1236,90.2,4015,2024-07-03,91,227,24,320.64
