hotel_nombre,consumo_energia_kwh,residuos_generados_kg,porcentaje_reciclaje,uso_agua_m3,fecha
Apollo Executive Beach Resort,3066,1017,90.2,4757,2023-08-22
Aruba Lodge,3513,1312,57.5,4456,2023-08-22
Alletra Haven,2949,1024,76.9,3621,2023-08-22
dHCI Platinum Beach Resort,1989,1727,77.2,4175,2023-08-22
GreenLake Platinum Heritage Inn,1922,1080,84.4,3749,2023-08-22
Pointnext Signature Residences & Suites,3751,1756,50.4,4129,2023-08-22
ProLiant Place,3657,1490,82.3,4446,2023-08-22
Synergy Golden Grand Hotel,2359,1722,57.0,4063,2023-08-22
Alletra Resort,3653,1740,63.1,4001,2023-08-22
GreenLake Digital Business Suites,3320,1758,52.3,4903,2023-08-22
Apollo Resort & Spa,1940,1374,63.1,3044,2023-08-22
Nimble Inn,1771,1504,75.8,3612,2023-08-22
Ezmeral Grand Hotel,1480,1045,69.2,4931,2023-08-22
Alletra Boutique Hotel,2595,1060,70.6,3043,2023-08-22
Simplivity Golden Plaza Hotel,3721,1102,52.4,3710,2023-08-22
Cray Villas,3223,1026,61.4,4852,2023-08-22
Apollo Diamond Suites,2077,1388,64.8,4797,2023-08-22
Apollo Towers,3730,1318,51.9,4600,2023-08-22
Alletra Diamond Grand Hotel,3369,1215,82.4,3971,2023-08-23
ProLiant Towers,3167,1705,54.5,3878,2023-08-23
Aruba Luxury Lodge,3933,1935,57.1,4125,2023-08-23
InfoSight Boutique Hotel,1973,1633,55.1,4732,2023-08-23
Primera Grand,2281,1507,59.5,3900,2023-08-23
dHCI Executive Boutique Hotel,2990,1480,63.4,4168,2023-08-23
ProLiant Haven,2919,1530,58.9,4800,2023-08-23
Apollo Executive Beach Resort,2064,1524,51.6,3213,2023-08-23
Aruba Lodge,2906,1867,64.5,4787,2023-08-23
Alletra Haven,2166,1130,83.2,4930,2023-08-23
dHCI Platinum Beach Resort,3159,1943,58.9,3503,2023-08-23
GreenLake Platinum Heritage Inn,1727,1570,64.1,3209,2023-08-23
Pointnext Signature Residences & Suites,3667,1259,54.0,4875,2023-08-23
ProLiant Place,1291,1644,64.1,4634,2023-08-23
Synergy Golden Grand Hotel,2419,1038,75.6,4835,2023-08-23
Alletra Resort,3704,1083,91.6,3290,2023-08-23
GreenLake Digital Business Suites,3637,1745,62.0,4665,2023-08-23
Apollo Resort & Spa,1126,1447,57.5,4850,2023-08-23
Nimble Inn,3613,1576,74.0,4439,2023-08-23
Ezmeral Grand Hotel,1119,1381,66.5,4126,2023-08-23
Alletra Boutique Hotel,3265,1477,65.2,3660,2023-08-23
Simplivity Golden Plaza Hotel,1239,1725,70.9,3552,2023-08-23
Cray Villas,1874,1151,53.8,3183,2023-08-23
Apollo Diamond Suites,1467,1154,80.0,4727,2023-08-23
Apollo Towers,1962,1447,73.3,4630,2023-08-23
Alletra Diamond Grand Hotel,1851,1498,65.3,3923,2023-08-24
ProLiant Towers,1496,1125,69.1,3925,2023-08-24
Aruba Luxury Lodge,1756,1847,92.6,4581,2023-08-24
InfoSight Boutique Hotel,1356,1377,59.5,4604,2023-08-24
Primera Grand,1006,1080,54.9,4295,2023-08-24
dHCI Executive Boutique Hotel,1748,1738,66.3,4704,2023-08-24
ProLiant Haven,2672,1490,53.5,3053,2023-08-24
Apollo Executive Beach Resort,3068,1569,58.0,3715,2023-08-24
Aruba Lodge,2538,1755,85.8,4949,2023-08-24
Alletra Haven,1172,1817,68.2,4874,2023-08-24
dHCI Platinum Beach Resort,1859,1714,52.8,3542,2023-08-24
GreenLake Platinum Heritage Inn,2353,1405,73.5,4552,2023-08-24
Pointnext Signature Residences & Suites,2975,1889,88.4,4376,2023-08-24
ProLiant Place,1228,1194,52.7,4010,2023-08-24
Synergy Golden Grand Hotel,2683,1364,69.8,4609,2023-08-24
Alletra Resort,3276,1326,69.1,4112,2023-08-24
GreenLake Digital Business Suites,3403,1915,83.5,4871,2023-08-24
Apollo Resort & Spa,2215,1021,53.9,4108,2023-08-24
Nimble Inn,3073,1401,77.0,4475,2023-08-24
Ezmeral Grand Hotel,1969,1800,86.3,3245,2023-08-24
Alletra Boutique Hotel,2535,1692,81.4,4783,2023-08-24
Simplivity Golden Plaza Hotel,3435,1093,64.7,3435,2023-08-24
Cray Villas,2497,1144,86.6,4084,2023-08-24
Apollo Diamond Suites,1641,1239,61.8,4053,2023-08-24
Apollo Towers,2267,1024,72.4,4159,2023-08-24
Alletra Diamond Grand Hotel,2512,1692,62.0,3374,2023-08-25
ProLiant Towers,1325,1534,62.9,3530,2023-08-25
Aruba Luxury Lodge,3088,1505,60.1,4932,2023-08-25
InfoSight Boutique Hotel,3984,1188,78.0,4483,2023-08-25
Primera Grand,2483,1702,55.4,3528,2023-08-25
dHCI Executive Boutique Hotel,2472,1443,84.1,4689,2023-08-25
ProLiant Haven,3928,1869,51.1,4719,2023-08-25
Apollo Executive Beach Resort,3623,1061,75.5,3221,2023-08-25
Aruba Lodge,3117,1615,62.5,4695,2023-08-25
Alletra Haven,1907,1845,60.8,4486,2023-08-25
dHCI Platinum Beach Resort,2146,1162,90.8,3455,2023-08-25
GreenLake Platinum Heritage Inn,2602,1206,92.1,4911,2023-08-25
Pointnext Signature Residences & Suites,3188,1617,65.3,4395,2023-08-25
ProLiant Place,2794,1286,83.7,4616,2023-08-25
Synergy Golden Grand Hotel,1058,1344,93.7,4736,2023-08-25
Alletra Resort,3761,1317,62.2,3456,2023-08-25
GreenLake Digital Business Suites,1130,1948,93.8,4495,2023-08-25
Apollo Resort & Spa,1245,1524,63.8,4467,2023-08-25
Nimble Inn,3946,1653,53.2,3876,2023-08-25
Ezmeral Grand Hotel,2725,1110,77.7,4321,2023-08-25
Alletra Boutique Hotel,2060,1015,86.2,4495,2023-08-25
Simplivity Golden Plaza Hotel,3362,1101,74.0,3235,2023-08-25
Cray Villas,2283,1576,76.3,4771,2023-08-25
Apollo Diamond Suites,3001,1766,62.6,3840,2023-08-25
Apollo Towers,2595,1687,56.3,3327,2023-08-25
Alletra Diamond Grand Hotel,2098,1414,69.6,4655,2023-08-26
ProLiant Towers,1180,1706,88.4,4931,2023-08-26
Aruba Luxury Lodge,1680,1196,76.2,3748,2023-08-26
InfoSight Boutique Hotel,1671,1215,59.0,4934,2023-08-26
Primera Grand,1828,1991,80.0,3938,2023-08-26
dHCI Executive Boutique Hotel,2151,1632,81.1,3354,2023-08-26
ProLiant Haven,1079,1343,70.2,4650,2023-08-26
Apollo Executive Beach Resort,3818,1173,81.6,4536,2023-08-26
Aruba Lodge,3127,1487,80.3,3235,2023-08-26
Alletra Haven,2847,1137,76.2,3417,2023-08-26
dHCI Platinum Beach Resort,2011,1032,54.3,4538,2023-08-26
GreenLake Platinum Heritage Inn,1718,1127,68.9,3884,2023-08-26
Pointnext Signature Residences & Suites,2785,1028,55.6,4070,2023-08-26
ProLiant Place,2915,1369,84.5,4318,2023-08-26
Synergy Golden Grand Hotel,3041,1857,62.9,4357,2023-08-26
Alletra Resort,3398,1819,65.2,3408,2023-08-26
GreenLake Digital Business Suites,3737,1941,75.5,4586,2023-08-26
Apollo Resort & Spa,3686,1862,77.9,3214,2023-08-26
Nimble Inn,2701,1108,76.2,4238,2023-08-26
Ezmeral Grand Hotel,3567,1282,83.9,4157,2023-08-26
Alletra Boutique Hotel,2146,1517,94.9,3499,2023-08-26
Simplivity Golden Plaza Hotel,2925,1147,55.2,3679,2023-08-26
Cray Villas,3298,1692,54.0,4145,2023-08-26
Apollo Diamond Suites,3414,1090,64.1,3764,2023-08-26
Apollo Towers,1875,1430,67.9,4420,2023-08-26
Alletra Diamond Grand Hotel,3208,1248,70.5,4389,2023-08-27
ProLiant Towers,3547,1200,61.1,3616,2023-08-27
Aruba Luxury Lodge,1074,1618,94.9,3895,2023-08-27
InfoSight Boutique Hotel,2767,1809,71.6,3994,2023-08-27
Primera Grand,1398,1107,71.9,3635,2023-08-27
dHCI Executive Boutique Hotel,1892,1816,91.0,3939,2023-08-27
ProLiant Haven,1680,1651,74.5,3372,2023-08-27
Apollo Executive Beach Resort,3040,1716,59.9,4171,2023-08-27
Aruba Lodge,2940,1690,51.2,4289,2023-08-27
Alletra Haven,3859,1202,69.1,3206,2023-08-27
dHCI Platinum Beach Resort,1877,1020,87.0,3386,2023-08-27
GreenLake Platinum Heritage Inn,2525,1363,64.8,3699,2023-08-27
Pointnext Signature Residences & Suites,3082,1219,62.6,4734,2023-08-27
ProLiant Place,3536,1374,87.6,3549,2023-08-27
Synergy Golden Grand Hotel,3496,1104,82.2,4510,2023-08-27
Alletra Resort,2952,1021,58.1,3074,2023-08-27
GreenLake Digital Business Suites,2167,1460,60.0,4836,2023-08-27
Apollo Resort & Spa,3881,1361,85.6,3873,2023-08-27
Nimble Inn,2100,1228,71.8,4274,2023-08-27
Ezmeral Grand Hotel,1645,1758,85.0,4572,2023-08-27
Alletra Boutique Hotel,3631,1926,64.2,4261,2023-08-27
Simplivity Golden Plaza Hotel,1337,1526,92.1,3849,2023-08-27
Cray Villas,1260,1255,86.7,4499,2023-08-27
Apollo Diamond Suites,3732,1412,62.6,4506,2023-08-27
Apollo Towers,2763,1230,74.0,3043,2023-08-27
Alletra Diamond Grand Hotel,1640,1496,91.9,4345,2023-08-28
ProLiant Towers,2015,1392,88.4,3395,2023-08-28
Aruba Luxury Lodge,2248,1215,75.3,3196,2023-08-28
InfoSight Boutique Hotel,3393,1346,52.0,3742,2023-08-28
Primera Grand,1071,1613,64.6,4409,2023-08-28
dHCI Executive Boutique Hotel,3346,1455,76.5,4784,2023-08-28
ProLiant Haven,3745,1659,57.0,4811,2023-08-28
Apollo Executive Beach Resort,2019,1454,63.4,3694,2023-08-28
Aruba Lodge,3816,1181,71.9,3940,2023-08-28
Alletra Haven,3517,1889,84.4,4182,2023-08-28
dHCI Platinum Beach Resort,1847,1999,79.1,3639,2023-08-28
GreenLake Platinum Heritage Inn,3986,1689,68.7,3429,2023-08-28
Pointnext Signature Residences & Suites,2997,1389,81.9,3447,2023-08-28
ProLiant Place,2952,1944,59.7,3634,2023-08-28
Synergy Golden Grand Hotel,3918,1141,86.4,4700,2023-08-28
Alletra Resort,1279,1796,54.6,3780,2023-08-28
GreenLake Digital Business Suites,1584,1019,81.8,4179,2023-08-28
Apollo Resort & Spa,2676,1511,51.2,4999,2023-08-28
Nimble Inn,3920,1728,61.9,3381,2023-08-28
Ezmeral Grand Hotel,1857,1598,76.7,4829,2023-08-28
Alletra Boutique Hotel,1958,1748,71.0,3214,2023-08-28
Simplivity Golden Plaza Hotel,3367,1152,67.3,3687,2023-08-28
Cray Villas,1537,1050,66.3,4569,2023-08-28
Apollo Diamond Suites,3572,1617,77.6,4269,2023-08-28
Apollo Towers,3720,1781,70.4,4093,2023-08-28
Alletra Diamond Grand Hotel,3004,1822,63.9,3710,2023-08-29
ProLiant Towers,1665,1817,50.6,4062,2023-08-29
Aruba Luxury Lodge,3146,1265,75.8,4378,2023-08-29
InfoSight Boutique Hotel,1110,1390,76.5,4219,2023-08-29
Primera Grand,1038,1789,51.7,4925,2023-08-29
dHCI Executive Boutique Hotel,1678,1745,70.6,3778,2023-08-29
ProLiant Haven,1236,1980,85.8,3772,2023-08-29
Apollo Executive Beach Resort,3751,1152,78.3,3854,2023-08-29
Aruba Lodge,2983,1333,80.1,3115,2023-08-29
Alletra Haven,1425,1552,51.7,3813,2023-08-29
dHCI Platinum Beach Resort,1072,1312,89.8,3965,2023-08-29
GreenLake Platinum Heritage Inn,1773,1519,69.8,4182,2023-08-29
Pointnext Signature Residences & Suites,1106,1882,66.4,3770,2023-08-29
ProLiant Place,2220,1777,84.9,3017,2023-08-29
Synergy Golden Grand Hotel,1266,1131,75.2,4818,2023-08-29
Alletra Resort,1455,1390,86.5,3391,2023-08-29
GreenLake Digital Business Suites,3130,1861,66.4,3746,2023-08-29
Apollo Resort & Spa,3487,1546,80.1,4339,2023-08-29
Nimble Inn,2291,1143,90.4,3011,2023-08-29
Ezmeral Grand Hotel,3717,1457,94.2,4508,2023-08-29
Alletra Boutique Hotel,2160,1529,62.3,4206,2023-08-29
Simplivity Golden Plaza Hotel,1722,1417,83.3,3513,2023-08-29
Cray Villas,1844,1939,90.8,3262,2023-08-29
Apollo Diamond Suites,1472,1724,92.8,3576,2023-08-29
Apollo Towers,1606,1795,54.6,3801,2023-08-29
Alletra Diamond Grand Hotel,3064,1305,87.5,3189,2023-08-30
ProLiant Towers,3639,1255,75.9,3824,2023-08-30
Aruba Luxury Lodge,2996,1428,68.9,3205,2023-08-30
InfoSight Boutique Hotel,3598,1721,74.4,3427,2023-08-30
Primera Grand,3885,1506,83.0,4584,2023-08-30
dHCI Executive Boutique Hotel,2319,1778,89.5,3294,2023-08-30
ProLiant Haven,1694,1726,88.2,4438,2023-08-30
Apollo Executive Beach Resort,3935,1743,60.0,3796,2023-08-30
Aruba Lodge,1615,1289,71.6,3152,2023-08-30
Alletra Haven,3186,1141,64.7,3400,2023-08-30
dHCI Platinum Beach Resort,2168,1629,69.4,4385,2023-08-30
GreenLake Platinum Heritage Inn,1547,1416,93.5,3259,2023-08-30
Pointnext Signature Residences & Suites,3655,1855,57.1,4697,2023-08-30
ProLiant Place,3689,1749,51.6,3294,2023-08-30
Synergy Golden Grand Hotel,1998,1782,50.3,3450,2023-08-30
Alletra Resort,3341,1409,54.9,4369,2023-08-30
GreenLake Digital Business Suites,2880,1537,71.6,4449,2023-08-30
Apollo Resort & Spa,1847,1947,77.9,4494,2023-08-30
Nimble Inn,3170,1301,61.6,3390,2023-08-30
Ezmeral Grand Hotel,1645,1318,92.9,4890,2023-08-30
Alletra Boutique Hotel,3844,1410,85.3,3123,2023-08-30
Simplivity Golden Plaza Hotel,1787,1306,54.0,3513,2023-08-30
Cray Villas,2367,1677,77.6,4636,2023-08-30
Apollo Diamond Suites,2133,1326,55.1,4899,2023-08-30
Apollo Towers,2269,1540,84.4,3395,2023-08-30
Alletra Diamond Grand Hotel,1954,1723,75.3,3046,2023-08-31
ProLiant Towers,1771,1285,78.4,3892,2023-08-31
Aruba Luxury Lodge,1576,1686,93.4,3873,2023-08-31
InfoSight Boutique Hotel,3870,1010,86.3,3185,2023-08-31
Primera Grand,2018,1268,63.3,3100,2023-08-31
dHCI Executive Boutique Hotel,3368,1887,80.1,3412,2023-08-31
ProLiant Haven,1834,1695,79.4,3552,2023-08-31
Apollo Executive Beach Resort,3026,1304,65.1,3622,2023-08-31
Aruba Lodge,1189,1451,57.8,4514,2023-08-31
Alletra Haven,3043,1668,54.3,4479,2023-08-31
dHCI Platinum Beach Resort,1259,1093,65.0,3489,2023-08-31
GreenLake Platinum Heritage Inn,3778,1399,73.3,4309,2023-08-31
Pointnext Signature Residences & Suites,1333,1673,56.4,4532,2023-08-31
ProLiant Place,3218,1379,83.3,3323,2023-08-31
Synergy Golden Grand Hotel,1889,1840,80.0,3021,2023-08-31
Alletra Resort,2830,1332,76.8,4768,2023-08-31
GreenLake Digital Business Suites,1267,1275,84.5,3715,2023-08-31
Apollo Resort & Spa,1604,1825,70.7,3430,2023-08-31
Nimble Inn,2691,1160,61.6,3677,2023-08-31
Ezmeral Grand Hotel,3051,1549,85.2,4535,2023-08-31
Alletra Boutique Hotel,1685,1688,82.5,3229,2023-08-31
Simplivity Golden Plaza Hotel,2866,1072,54.9,4341,2023-08-31
Cray Villas,1160,1129,51.8,4774,2023-08-31
Apollo Diamond Suites,2714,1857,53.9,4837,2023-08-31
Apollo Towers,1154,1697,63.8,3842,2023-08-31
Alletra Diamond Grand Hotel,1450,1044,81.5,3127,2023-09-01
ProLiant Towers,2252,1496,75.3,3324,2023-09-01
Aruba Luxury Lodge,1296,1098,79.6,4558,2023-09-01
InfoSight Boutique Hotel,1113,1256,72.6,4518,2023-09-01
Primera Grand,3551,1864,50.3,3769,2023-09-01
dHCI Executive Boutique Hotel,3923,1435,83.3,3561,2023-09-01
ProLiant Haven,2775,1177,93.7,3571,2023-09-01
Apollo Executive Beach Resort,1357,1654,65.7,3160,2023-09-01
Aruba Lodge,3927,1975,81.3,4856,2023-09-01
Alletra Haven,3122,1992,80.2,4767,2023-09-01
dHCI Platinum Beach Resort,3138,1592,87.3,3299,2023-09-01
GreenLake Platinum Heritage Inn,2462,1497,65.7,3517,2023-09-01
Pointnext Signature Residences & Suites,2988,1767,70.5,4960,2023-09-01
ProLiant Place,3004,1070,58.1,3069,2023-09-01
Synergy Golden Grand Hotel,3915,1611,52.3,3711,2023-09-01
Alletra Resort,2384,1325,84.6,3415,2023-09-01
GreenLake Digital Business Suites,1004,1457,68.1,3333,2023-09-01
Apollo Resort & Spa,3337,1850,81.5,4254,2023-09-01
Nimble Inn,3296,1141,70.0,3502,2023-09-01
Ezmeral Grand Hotel,3474,1931,53.1,3869,2023-09-01
Alletra Boutique Hotel,1225,1049,65.4,4599,2023-09-01
Simplivity Golden Plaza Hotel,2581,1131,72.3,3030,2023-09-01
Cray Villas,3126,1427,83.0,3327,2023-09-01
Apollo Diamond Suites,2295,1005,73.0,3117,2023-09-01
Apollo Towers,3267,1294,58.9,4592,2023-09-01
Alletra Diamond Grand Hotel,1732,1203,69.2,4459,2023-09-02
ProLiant Towers,2338,1662,50.7,3429,2023-09-02
Aruba Luxury Lodge,2149,1550,79.3,4745,2023-09-02
InfoSight Boutique Hotel,1430,1014,73.6,3789,2023-09-02
Primera Grand,2220,1310,50.3,4436,2023-09-02
dHCI Executive Boutique Hotel,1243,1817,67.5,4945,2023-09-02
ProLiant Haven,1901,1128,72.4,3223,2023-09-02
Apollo Executive Beach Resort,1149,1845,52.1,4042,2023-09-02
Aruba Lodge,3440,1309,66.2,4004,2023-09-02
Alletra Haven,1160,1804,62.8,4393,2023-09-02
dHCI Platinum Beach Resort,2266,1557,77.3,3232,2023-09-02
GreenLake Platinum Heritage Inn,1372,1075,74.0,3445,2023-09-02
Pointnext Signature Residences & Suites,2687,1699,50.4,3568,2023-09-02
ProLiant Place,2908,1415,71.3,4288,2023-09-02
Synergy Golden Grand Hotel,3514,1815,55.8,4199,2023-09-02
Alletra Resort,2681,1877,87.0,4864,2023-09-02
GreenLake Digital Business Suites,3448,1085,92.5,4005,2023-09-02
Apollo Resort & Spa,3793,1759,73.8,4235,2023-09-02
Nimble Inn,2009,1326,82.1,3686,2023-09-02
Ezmeral Grand Hotel,1694,1779,82.5,3205,2023-09-02
Alletra Boutique Hotel,2308,1318,73.4,4986,2023-09-02
Simplivity Golden Plaza Hotel,2833,1593,78.7,3710,2023-09-02
Cray Villas,1086,1173,76.4,3587,2023-09-02
Apollo Diamond Suites,2275,1794,89.3,3146,2023-09-02
Apollo Towers,3446,1131,52.6,3438,2023-09-02
Alletra Diamond Grand Hotel,1046,1417,60.0,4115,2023-09-03
ProLiant Towers,2035,1478,73.1,3998,2023-09-03
Aruba Luxury Lodge,3716,1165,57.2,3871,2023-09-03
InfoSight Boutique Hotel,3531,1188,55.5,4553,2023-09-03
Primera Grand,2666,1753,84.7,4526,2023-09-03
dHCI Executive Boutique Hotel,2681,1702,71.1,4775,2023-09-03
ProLiant Haven,2310,1825,56.2,3843,2023-09-03
Apollo Executive Beach Resort,3031,1073,84.2,3114,2023-09-03
Aruba Lodge,2545,1949,89.0,4192,2023-09-03
Alletra Haven,3566,1911,66.1,4941,2023-09-03
dHCI Platinum Beach Resort,3263,1220,63.7,3597,2023-09-03
GreenLake Platinum Heritage Inn,3089,1784,76.9,3275,2023-09-03
Pointnext Signature Residences & Suites,3287,1228,66.0,3554,2023-09-03
ProLiant Place,2920,1839,60.5,3038,2023-09-03
Synergy Golden Grand Hotel,2650,1561,89.1,3025,2023-09-03
Alletra Resort,2934,1771,59.0,3456,2023-09-03
GreenLake Digital Business Suites,2695,1492,75.8,3162,2023-09-03
Apollo Resort & Spa,1219,1319,91.0,4589,2023-09-03
Nimble Inn,2544,1656,84.6,4883,2023-09-03
Ezmeral Grand Hotel,3139,1196,77.0,4640,2023-09-03
Alletra Boutique Hotel,3389,1777,79.4,4717,2023-09-03
Simplivity Golden Plaza Hotel,1388,1900,88.7,3298,2023-09-03
Cray Villas,3074,1289,75.2,3862,2023-09-03
Apollo Diamond Suites,2844,1160,50.4,3606,2023-09-03
Apollo Towers,3987,1682,73.9,3370,2023-09-03
Alletra Diamond Grand Hotel,3202,1268,75.2,3958,2023-09-04
ProLiant Towers,1820,1268,68.6,4242,2023-09-04
Aruba Luxury Lodge,1144,1269,58.6,3091,2023-09-04
InfoSight Boutique Hotel,1986,1624,63.1,4234,2023-09-04
Primera Grand,1063,1223,92.2,4353,2023-09-04
dHCI Executive Boutique Hotel,3547,1037,53.8,4606,2023-09-04
ProLiant Haven,3675,1950,70.9,4390,2023-09-04
Apollo Executive Beach Resort,3011,1245,73.5,4721,2023-09-04
Aruba Lodge,2272,1966,84.5,4912,2023-09-04
Alletra Haven,1323,1207,88.0,4891,2023-09-04
dHCI Platinum Beach Resort,3629,1627,79.3,4318,2023-09-04
GreenLake Platinum Heritage Inn,2145,1681,76.0,4430,2023-09-04
Pointnext Signature Residences & Suites,3786,1510,66.1,3105,2023-09-04
ProLiant Place,3351,1976,53.3,3425,2023-09-04
Synergy Golden Grand Hotel,3949,1357,66.4,3499,2023-09-04
Alletra Resort,2917,1692,58.6,3590,2023-09-04
GreenLake Digital Business Suites,2872,1147,54.0,3651,2023-09-04
Apollo Resort & Spa,3866,1922,85.0,4595,2023-09-04
Nimble Inn,2264,1806,61.7,4005,2023-09-04
Ezmeral Grand Hotel,1774,1002,66.2,3421,2023-09-04
Alletra Boutique Hotel,2352,1760,90.7,4500,2023-09-04
Simplivity Golden Plaza Hotel,3412,2000,71.7,4566,2023-09-04
Cray Villas,1418,1757,78.9,4345,2023-09-04
Apollo Diamond Suites,2531,1117,80.1,4849,2023-09-04
Apollo Towers,3673,1826,88.9,4153,2023-09-04
Alletra Diamond Grand Hotel,3978,1656,93.5,3910,2023-09-05
ProLiant Towers,2840,1307,70.2,3593,2023-09-05
Aruba Luxury Lodge,2196,1737,82.7,3266,2023-09-05
InfoSight Boutique Hotel,2523,1840,65.9,4278,2023-09-05
Primera Grand,1302,1753,56.2,4335,2023-09-05
dHCI Executive Boutique Hotel,3719,1389,77.6,3324,2023-09-05
ProLiant Haven,2136,1192,60.9,3730,2023-09-05
Apollo Executive Beach Resort,2189,1276,61.7,3606,2023-09-05
Aruba Lodge,2133,1321,90.6,4365,2023-09-05
Alletra Haven,3305,1537,90.4,4740,2023-09-05
dHCI Platinum Beach Resort,3793,1015,90.4,4453,2023-09-05
GreenLake Platinum Heritage Inn,2137,1997,50.9,3921,2023-09-05
Pointnext Signature Residences & Suites,1801,1281,83.8,4464,2023-09-05
ProLiant Place,1027,1800,66.8,4139,2023-09-05
Synergy Golden Grand Hotel,2387,1361,51.3,4457,2023-09-05
Alletra Resort,3478,1674,86.6,3770,2023-09-05
GreenLake Digital Business Suites,2746,1717,74.9,3674,2023-09-05
Apollo Resort & Spa,2292,1729,93.9,3793,2023-09-05
Nimble Inn,3475,1327,54.1,4680,2023-09-05
Ezmeral Grand Hotel,2261,1421,65.6,3507,2023-09-05
Alletra Boutique Hotel,1409,1590,55.3,4678,2023-09-05
Simplivity Golden Plaza Hotel,3709,1321,77.2,3978,2023-09-05
Cray Villas,2094,1472,62.8,3399,2023-09-05
Apollo Diamond Suites,1775,1746,69.7,4444,2023-09-05
Apollo Towers,3637,1303,78.2,3526,2023-09-05
Alletra Diamond Grand Hotel,2512,1941,69.0,3945,2023-09-06
ProLiant Towers,3049,1888,80.1,3779,2023-09-06
Aruba Luxury Lodge,1632,1827,50.9,4729,2023-09-06
InfoSight Boutique Hotel,2112,1510,73.1,3953,2023-09-06
Primera Grand,1606,1472,68.8,3408,2023-09-06
dHCI Executive Boutique Hotel,1013,1935,85.7,4433,2023-09-06
ProLiant Haven,1998,1417,59.8,3055,2023-09-06
Apollo Executive Beach Resort,1400,1584,68.9,3338,2023-09-06
Aruba Lodge,3578,1643,66.5,3645,2023-09-06
Alletra Haven,3428,1678,56.9,4279,2023-09-06
dHCI Platinum Beach Resort,2674,1100,65.9,3477,2023-09-06
GreenLake Platinum Heritage Inn,1551,1491,62.2,4058,2023-09-06
Pointnext Signature Residences & Suites,3106,1781,56.1,4277,2023-09-06
ProLiant Place,2195,1776,52.4,3444,2023-09-06
Synergy Golden Grand Hotel,2323,1088,82.9,4349,2023-09-06
Alletra Resort,3591,1585,64.3,3125,2023-09-06
GreenLake Digital Business Suites,2652,1447,86.9,4203,2023-09-06
Apollo Resort & Spa,3228,1243,50.7,4638,2023-09-06
Nimble Inn,1359,1688,57.8,4572,2023-09-06
Ezmeral Grand Hotel,1149,1393,64.4,4575,2023-09-06
Alletra Boutique Hotel,2727,1127,55.9,4110,2023-09-06
Simplivity Golden Plaza Hotel,1093,1103,70.1,4378,2023-09-06
Cray Villas,1812,1605,80.3,3801,2023-09-06
Apollo Diamond Suites,3059,1218,93.1,4721,2023-09-06
Apollo Towers,2685,1469,74.2,4970,2023-09-06
Alletra Diamond Grand Hotel,3998,1616,82.2,4569,2023-09-07
ProLiant Towers,3966,1677,52.4,3308,2023-09-07
Aruba Luxury Lodge,1530,1447,59.2,4678,2023-09-07
InfoSight Boutique Hotel,1110,1701,77.9,3264,2023-09-07
Primera Grand,1178,1246,78.6,3767,2023-09-07
dHCI Executive Boutique Hotel,2869,1785,91.9,4117,2023-09-07
ProLiant Haven,1750,1621,75.9,4777,2023-09-07
Apollo Executive Beach Resort,2843,1599,67.9,4846,2023-09-07
Aruba Lodge,1757,1751,68.1,3248,2023-09-07
Alletra Haven,1257,1528,78.0,3520,2023-09-07
dHCI Platinum Beach Resort,1624,1786,82.0,4963,2023-09-07
GreenLake Platinum Heritage Inn,3602,1941,52.5,4293,2023-09-07
Pointnext Signature Residences & Suites,3344,1672,64.2,4500,2023-09-07
ProLiant Place,2465,1314,76.6,4482,2023-09-07
Synergy Golden Grand Hotel,3340,1575,86.9,4296,2023-09-07
Alletra Resort,2748,1092,91.9,3654,2023-09-07
GreenLake Digital Business Suites,1644,1613,53.9,4875,2023-09-07
Apollo Resort & Spa,3070,1749,93.7,3275,2023-09-07
Nimble Inn,1746,1418,50.9,3436,2023-09-07
Ezmeral Grand Hotel,3963,1936,52.3,4773,2023-09-07
Alletra Boutique Hotel,3226,1973,54.2,3432,2023-09-07
Simplivity Golden Plaza Hotel,2760,1337,55.4,3701,2023-09-07
Cray Villas,3801,1433,90.9,3877,2023-09-07
Apollo Diamond Suites,1380,1484,55.9,4252,2023-09-07
